OBS,DATE,Study,long,lat,DEPTH,BACTERIA,VIRUS
2805,7/2/2010,GEOTRACES,-43.5,3.5,1499.9,14023,331393
2806,7/1/2010,GEOTRACES,-43.5,3.5,9.4,274061,7607365
2807,7/2/2010,GEOTRACES,-43.5,3.5,1002.4,21899,682501
2808,7/2/2010,GEOTRACES,-43.5,3.5,66.7,259676,5386037
2809,7/2/2010,GEOTRACES,-43.5,3.5,1255.6,15810,579825
2810,7/2/2010,GEOTRACES,-43.5,3.5,2499.7,9619,571514
2811,7/2/2010,GEOTRACES,-43.5,3.5,25.5,289351,6130447
2812,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,3558,20119,720358
2813,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,1011,84860,1177614
2814,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,1325,63883,1059240
2815,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,75,390676,5748371
2816,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,25,721776,18887472
2817,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,10,756066,17309828
2818,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,102,282829,3752168
2819,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,152,261121,2552482
2820,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,51,469099,9011844
2821,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,5099,25833,946685
2822,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,5257,28697,1299808
2823,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,505,146056,1514613
2824,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,202,248056,2195699
2825,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,3048,31850,834731
2826,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,758,92198,1414714
2827,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,4584,18865,1134392
2828,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,404,159423,1931765
2829,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,252,258329,2053988
2830,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,4072,18803,893931
2831,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,300,205015,2197453
2832,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,2535,34910,858860
2833,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,1518,62840,1043113
2834,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,1772,58475,1025967
2835,3/10/2011,GEOTRACES_LEG3,-44.5,-42.5,2025,47206,908075
2836,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,2537,32001,500430
2837,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,405,153110,1636833
2838,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,1012,62581,1001874
2839,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,1519,56166,704679
2840,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,1772,57546,713730
2841,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,150,223976,3413508
2842,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,10,881870,20523670
2843,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,100,253634,5225754
2844,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,3047,26178,570348
2845,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,51,450676,4805765
2846,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,4068,20227,543245
2847,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,5101,35288,896077
2848,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,299,202440,1861282
2849,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,23,811761,22525741
2850,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,5142,30268,1017079
2851,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,758,96235,581136
2852,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,1264,64335,832809
2853,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,2028,44952,616897
2854,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,201,199198,2466103
2855,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,252,207646,2463020
2856,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,3560,16048,215002
2857,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,4584,20273,680618
2858,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,75,280718,5062356
2859,3/9/2011,GEOTRACES_LEG3,-45.5,-44.5,505,120579,1303154
2860,5/29/2005,NASB2005,-45.5,37.5,5,816000,1280000
2861,5/29/2005,NASB2005,-45.5,37.5,5,816000,1280000
2862,5/9/2010,GEOTRACES,-45.5,51.5,100.2,214020,1417387
2863,5/9/2010,GEOTRACES,-45.5,51.5,4040.7,18869,810603
2864,5/9/2010,GEOTRACES,-45.5,51.5,199.4,100221,1573616
2865,5/9/2010,GEOTRACES,-45.5,51.5,9.2,261610,5044190
2866,5/9/2010,GEOTRACES,-45.5,51.5,2512.2,16606,654631
2867,5/9/2010,GEOTRACES,-45.5,51.5,1996,21918,877943
2868,5/9/2010,GEOTRACES,-45.5,51.5,1996.4,18068,780697
2869,5/9/2010,GEOTRACES,-45.5,51.5,1480.3,24264,1191701
2870,5/9/2010,GEOTRACES,-45.5,51.5,3495.6,16441,1062549
2871,5/9/2010,GEOTRACES,-45.5,51.5,3003.5,14665,695118
2872,5/9/2010,GEOTRACES,-45.5,51.5,1252.5,23775,858602
2873,5/9/2010,GEOTRACES,-45.5,51.5,51.2,114816,1763309
2874,5/9/2010,GEOTRACES,-45.5,51.5,1759.1,22734,503943
2875,5/9/2010,GEOTRACES,-45.5,51.5,150.7,264751,3198077
2876,5/9/2010,GEOTRACES,-45.5,51.5,73.2,91945,1479874
2877,5/9/2010,GEOTRACES,-45.5,51.5,247.1,77189,1066253
2878,5/9/2010,GEOTRACES,-45.5,51.5,303.6,73684,1333754
2879,5/9/2010,GEOTRACES,-45.5,51.5,803.1,50976,1546037
2880,5/9/2010,GEOTRACES,-45.5,51.5,496.5,64087,1555815
2881,5/9/2010,GEOTRACES,-45.5,51.5,24.6,237717,2452959
2882,5/9/2010,GEOTRACES,-45.5,51.5,996.2,28906,921937
2883,5/9/2010,GEOTRACES,-45.5,51.5,3747.4,16896,1019512
2884,5/9/2010,GEOTRACES,-45.5,51.5,4038.9,18715,883885
2885,5/9/2010,GEOTRACES,-45.5,51.5,401.4,66726,950002
2886,5/8/2010,GEOTRACES,-45.5,54.5,50.3,213601,4432272
2887,5/8/2010,GEOTRACES,-45.5,54.5,398.8,72280,1155420
2888,5/8/2010,GEOTRACES,-45.5,54.5,1249.9,21920,851750
2889,5/8/2010,GEOTRACES,-45.5,54.5,200.4,113528,1938688
2890,5/8/2010,GEOTRACES,-45.5,54.5,750.1,34811,1438911
2891,5/8/2010,GEOTRACES,-45.5,54.5,1000.8,29151,1176743
2892,5/8/2010,GEOTRACES,-45.5,54.5,302,75217,1265472
2893,5/8/2010,GEOTRACES,-45.5,54.5,73.4,101391,2368386
2894,5/8/2010,GEOTRACES,-45.5,54.5,149.8,154880,2772080
2895,5/8/2010,GEOTRACES,-45.5,54.5,600.9,41482,1770876
2896,5/8/2010,GEOTRACES,-45.5,54.5,99.6,518293,2922489
2897,5/8/2010,GEOTRACES,-45.5,54.5,24.2,317419,4492767
2898,5/8/2010,GEOTRACES,-45.5,54.5,3372.2,15921,712170
2899,5/8/2010,GEOTRACES,-45.5,54.5,248.3,78500,1444440
2900,5/8/2010,GEOTRACES,-45.5,54.5,3001.9,13319,664845
2901,5/8/2010,GEOTRACES,-45.5,54.5,10.8,139983,5286063
2902,5/8/2010,GEOTRACES,-45.5,54.5,1502,20696,1003114
2903,5/8/2010,GEOTRACES,-45.5,54.5,2000.6,13744,532293
2904,5/8/2010,GEOTRACES,-45.5,54.5,1749.1,16706,744479
2905,5/8/2010,GEOTRACES,-45.5,54.5,2752.4,12329,1030887
2906,5/8/2010,GEOTRACES,-45.5,54.5,3423.3,13263,861691
2907,7/1/2010,GEOTRACES,-46.5,5.5,199.6,50033,797832
2908,7/1/2010,GEOTRACES,-46.5,5.5,250.2,47542,769306
2909,7/1/2010,GEOTRACES,-46.5,5.5,3000.3,7606,280444
2910,7/1/2010,GEOTRACES,-46.5,5.5,75.7,166596,4362187
2911,7/1/2010,GEOTRACES,-46.5,5.5,1501.2,18413,385615
2912,7/1/2010,GEOTRACES,-46.5,5.5,751.5,21152,409126
2913,7/1/2010,GEOTRACES,-46.5,5.5,336.9,44112,350676
2914,7/1/2010,GEOTRACES,-46.5,5.5,50.7,188223,5099290
2915,7/1/2010,GEOTRACES,-46.5,5.5,24.8,327635,4743935
2916,7/1/2010,GEOTRACES,-46.5,5.5,149.9,53622,1001607
2917,7/1/2010,GEOTRACES,-46.5,5.5,2749.2,8884,336655
2918,7/1/2010,GEOTRACES,-46.5,5.5,3813.2,13912,493901
2919,7/1/2010,GEOTRACES,-46.5,5.5,3249,8506,386383
2920,7/1/2010,GEOTRACES,-46.5,5.5,501.1,27173,447188
2921,7/1/2010,GEOTRACES,-46.5,5.5,101,65402,1142249
2922,7/1/2010,GEOTRACES,-46.5,5.5,3498.5,7558,484491
2923,7/1/2010,GEOTRACES,-46.5,5.5,2000.4,10786,350946
2924,7/1/2010,GEOTRACES,-46.5,5.5,1002.7,18578,386577
2925,7/1/2010,GEOTRACES,-46.5,5.5,1252.2,14463,311817
2926,7/1/2010,GEOTRACES,-46.5,5.5,3751.2,8998,377893
2927,7/1/2010,GEOTRACES,-46.5,5.5,401,35172,587893
2928,7/1/2010,GEOTRACES,-46.5,5.5,9.8,291311,5038935
2929,7/1/2010,GEOTRACES,-46.5,5.5,2500.1,7891,365123
2930,7/1/2010,GEOTRACES,-46.5,5.5,1753.3,10588,521000
2931,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,10,1322738,14730729
2932,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,51,298333,3683561
2933,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,102,250538,2125788
2934,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,1266,67743,277268
2935,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,758,97989,1071090
2936,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,4586,18455,257168
2937,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,75,237136,2341098
2938,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,404,169030,1806179
2939,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,25,1307779,10266779
2940,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,4072,22610,186298
2941,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,506,126914,1704301
2942,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,1521,54903,194978
2943,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,202,178048,2279098
2944,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,5824,32248,154554
2945,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,252,190179,2283894
2946,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,3048,32644,159205
2947,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,1012,82182,316411
2948,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,2535,37327,132861
2949,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,303,173560,1921370
2950,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,3560,24190,159826
2951,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,5616,26476,103188
2952,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,152,168654,1948124
2953,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,2029,49160,155147
2954,3/8/2011,GEOTRACES_LEG3,-47.5,-46.5,5103,16803,264399
2955,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,204,196112,625884
2956,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,758,69807,539206
2957,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,3050,29297,259699
2958,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,252,159624,811862
2959,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,4588,18009,371900
2960,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,5931,22959,363579
2961,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,506,101540,483963
2962,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,11,714374,4714683
2963,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,1520,52391,396586
2964,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,1266,53828,386388
2965,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,3564,22678,270583
2966,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,76,506535,2794264
2967,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,305,137462,661807
2968,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,406,102035,523364
2969,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,152,244616,797895
2970,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,2542,30169,280326
2971,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,1013,61659,480287
2972,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,2028,40459,343246
2973,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,4074,21253,286842
2974,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,25,692638,2965080
2975,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,5620,24387,363541
2976,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,51,561318,3694009
2977,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,5104,20574,350344
2978,3/6/2011,GEOTRACES_LEG3,-48.5,-48.5,100,461959,1382581
2979,5/17/2010,GEOTRACES,-48.5,39.5,308.6,83080,1873529
2980,5/17/2010,GEOTRACES,-48.5,39.5,2494.9,11605,707355
2981,5/17/2010,GEOTRACES,-48.5,39.5,3493.2,9252,523571
2982,5/17/2010,GEOTRACES,-48.5,39.5,4995.9,10963,557816
2983,5/17/2010,GEOTRACES,-48.5,39.5,4498.3,9944,550595
2984,5/17/2010,GEOTRACES,-48.5,39.5,504.8,54105,1252092
2985,5/17/2010,GEOTRACES,-48.5,39.5,252.8,86515,1750635
2986,5/17/2010,GEOTRACES,-48.5,39.5,753,33390,455515
2987,5/17/2010,GEOTRACES,-48.5,39.5,1257.9,22534,863893
2988,5/17/2010,GEOTRACES,-48.5,39.5,4001.4,7694,642615
2989,5/17/2010,GEOTRACES,-48.5,39.5,1001.9,28220,820936
2990,5/17/2010,GEOTRACES,-48.5,39.5,150.4,263309,3822966
2991,5/17/2010,GEOTRACES,-48.5,39.5,5340.8,12940,498130
2992,5/17/2010,GEOTRACES,-48.5,39.5,2998.4,9695,653115
2993,5/17/2010,GEOTRACES,-48.5,39.5,1999.7,13823,564904
2994,5/17/2010,GEOTRACES,-48.5,39.5,196.9,111347,1894846
2995,5/17/2010,GEOTRACES,-48.5,39.5,76,266638,3342902
2996,5/17/2010,GEOTRACES,-48.5,39.5,25,291136,3515249
2997,5/17/2010,GEOTRACES,-48.5,39.5,101.2,291314,3648071
2998,5/17/2010,GEOTRACES,-48.5,39.5,403,62555,1546842
2999,5/17/2010,GEOTRACES,-48.5,39.5,2494.9,11365,610559
3000,5/17/2010,GEOTRACES,-48.5,39.5,1511.2,15366,614226
3001,6/29/2010,GEOTRACES,-48.5,7.5,4001,8530,326440
3002,6/29/2010,GEOTRACES,-48.5,7.5,1001.9,17342,344990
3003,6/29/2010,GEOTRACES,-48.5,7.5,3749.1,7534,326903
3004,6/29/2010,GEOTRACES,-48.5,7.5,2500.6,8750,436077
3005,6/29/2010,GEOTRACES,-48.5,7.5,9.8,318132,5767354
3006,6/29/2010,GEOTRACES,-48.5,7.5,4315.2,13234,369418
3007,6/29/2010,GEOTRACES,-48.5,7.5,24.6,222943,5388789
3008,6/29/2010,GEOTRACES,-48.5,7.5,3000.3,7045,454092
3009,6/29/2010,GEOTRACES,-48.5,7.5,1250.5,14043,318949
3010,6/29/2010,GEOTRACES,-48.5,7.5,100.6,97606,1878370
3011,6/29/2010,GEOTRACES,-48.5,7.5,1499.7,11299,418957
3012,6/29/2010,GEOTRACES,-48.5,7.5,2001.4,9746,435841
3013,6/29/2010,GEOTRACES,-48.5,7.5,49.8,252536,5125845
3014,6/29/2010,GEOTRACES,-48.5,7.5,250.7,42648,761411
3015,6/29/2010,GEOTRACES,-48.5,7.5,1750.3,9951,534630
3016,6/29/2010,GEOTRACES,-48.5,7.5,753.2,21119,451655
3017,6/29/2010,GEOTRACES,-48.5,7.5,300.2,39149,671104
3018,6/29/2010,GEOTRACES,-48.5,7.5,401.5,32196,646965
3019,6/29/2010,GEOTRACES,-48.5,7.5,4249.7,7974,407598
3020,6/29/2010,GEOTRACES,-48.5,7.5,73.7,220598,5775631
3021,6/29/2010,GEOTRACES,-48.5,7.5,3499.3,8041,298267
3022,6/29/2010,GEOTRACES,-48.5,7.5,151,58790,1117618
3023,6/29/2010,GEOTRACES,-48.5,7.5,201.3,46971,857014
3024,6/29/2010,GEOTRACES,-48.5,7.5,500.6,29216,555331
3025,5/18/2010,GEOTRACES,-50.5,37.5,303.2,56818,1202809
3026,5/18/2010,GEOTRACES,-50.5,37.5,201.3,91166,3183282
3027,5/18/2010,GEOTRACES,-50.5,37.5,26.3,266854,5845777
3028,5/18/2010,GEOTRACES,-50.5,37.5,4499.3,9485,628877
3029,5/18/2010,GEOTRACES,-50.5,37.5,1751,12137,1777145
3030,5/18/2010,GEOTRACES,-50.5,37.5,5003.7,11956,857063
3031,5/18/2010,GEOTRACES,-50.5,37.5,150.9,93559,5479240
3032,5/18/2010,GEOTRACES,-50.5,37.5,75.2,249770,5441340
3033,5/18/2010,GEOTRACES,-50.5,37.5,637.2,41191,1640910
3034,5/18/2010,GEOTRACES,-50.5,37.5,504.6,41494,961506
3035,5/18/2010,GEOTRACES,-50.5,37.5,2503,10451,1084705
3036,5/18/2010,GEOTRACES,-50.5,37.5,4003.7,7763,626710
3037,5/18/2010,GEOTRACES,-50.5,37.5,52.3,280099,5079430
3038,5/18/2010,GEOTRACES,-50.5,37.5,5410.6,10610,756148
3039,5/18/2010,GEOTRACES,-50.5,37.5,402.7,54203,1057930
3040,5/18/2010,GEOTRACES,-50.5,37.5,102.7,131756,3518686
3041,5/18/2010,GEOTRACES,-50.5,37.5,1500.5,15685,925781
3042,5/18/2010,GEOTRACES,-50.5,37.5,1006.4,17110,682849
3043,5/18/2010,GEOTRACES,-50.5,37.5,1252.8,15485,887155
3044,5/18/2010,GEOTRACES,-50.5,37.5,2000.7,11617,823983
3045,5/18/2010,GEOTRACES,-50.5,37.5,9.7,277685,5161658
3046,5/18/2010,GEOTRACES,-50.5,37.5,248.3,73910,1713053
3047,5/18/2010,GEOTRACES,-50.5,37.5,3502.8,8217,610983
3048,6/28/2010,GEOTRACES,-50.5,9.5,749.5,23862,411892
3049,6/28/2010,GEOTRACES,-50.5,9.5,3501,7641,281465
3050,6/28/2010,GEOTRACES,-50.5,9.5,1000.6,15795,372786
3051,6/28/2010,GEOTRACES,-50.5,9.5,51.2,238351,5279120
3052,6/28/2010,GEOTRACES,-50.5,9.5,250.2,45142,937019
3053,6/28/2010,GEOTRACES,-50.5,9.5,200.9,49135,807308
3054,6/28/2010,GEOTRACES,-50.5,9.5,72.2,240317,6000172
3055,6/28/2010,GEOTRACES,-50.5,9.5,9.4,252169,4962254
3056,6/28/2010,GEOTRACES,-50.5,9.5,3000.4,8684,617693
3057,6/28/2010,GEOTRACES,-50.5,9.5,100.4,195734,4723359
3058,6/28/2010,GEOTRACES,-50.5,9.5,4761.8,16537,317632
3059,6/28/2010,GEOTRACES,-50.5,9.5,301.2,39497,730816
3060,6/28/2010,GEOTRACES,-50.5,9.5,4249.3,8310,270434
3061,6/28/2010,GEOTRACES,-50.5,9.5,499.4,33127,494771
3062,6/28/2010,GEOTRACES,-50.5,9.5,25.3,262268,4500028
3063,6/28/2010,GEOTRACES,-50.5,9.5,1250.1,12714,290115
3064,6/28/2010,GEOTRACES,-50.5,9.5,4498.9,8187,313176
3065,6/28/2010,GEOTRACES,-50.5,9.5,2499.3,7457,272162
3066,6/28/2010,GEOTRACES,-50.5,9.5,401.8,35555,588119
3067,6/28/2010,GEOTRACES,-50.5,9.5,3998.1,8273,214196
3068,6/28/2010,GEOTRACES,-50.5,9.5,1998.7,8087,315709
3069,6/28/2010,GEOTRACES,-50.5,9.5,1500.7,10055,344346
3070,6/28/2010,GEOTRACES,-50.5,9.5,150.7,66138,1574184
3071,6/28/2010,GEOTRACES,-50.5,9.5,1750.5,9106,392084
3072,5/28/2005,NASB2005,-51.5,36.5,5,787000,519000
3073,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,1773,44732,368759
3074,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,1520,45966,488669
3075,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,606,99893,587572
3076,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,403,113872,558551
3077,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,153,162956,1069264
3078,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,1900,86155,490002
3079,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,2025,41021,212089
3080,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,252,145037,803289
3081,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,2331,45179,465060
3082,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,2147,40922,176847
3083,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,24,666757,1554872
3084,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,1010,86180,630257
3085,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,504,101793,615449
3086,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,1263,61897,533295
3087,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,202,149045,1038388
3088,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,100,285858,1605071
3089,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,10,656861,1373732
3090,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,2275,52906,1415742
3091,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,709,102056,674543
3092,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,76,360207,1952861
3093,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,50,655589,2477415
3094,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,402,109664,709146
3095,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,909,42138,416648
3096,3/5/2011,GEOTRACES_LEG3,-52.5,-49.5,808,93444,616949
3097,6/27/2010,GEOTRACES,-52.5,11.5,3499.5,8217,375778
3098,6/27/2010,GEOTRACES,-52.5,11.5,4500.1,8324,363291
3099,6/27/2010,GEOTRACES,-52.5,11.5,4000,6090,366925
3100,6/27/2010,GEOTRACES,-52.5,11.5,398.9,42881,749727
3101,6/27/2010,GEOTRACES,-52.5,11.5,2498,8425,438166
3102,6/27/2010,GEOTRACES,-52.5,11.5,4749.8,8524,573962
3103,6/27/2010,GEOTRACES,-52.5,11.5,1747.1,10368,364453
3104,6/27/2010,GEOTRACES,-52.5,11.5,149.5,100549,1975267
3105,6/27/2010,GEOTRACES,-52.5,11.5,73.4,151595,4169044
3106,6/27/2010,GEOTRACES,-52.5,11.5,1498.4,12263,906470
3107,6/27/2010,GEOTRACES,-52.5,11.5,2498.7,9256,467335
3108,6/27/2010,GEOTRACES,-52.5,11.5,3000.6,6028,365546
3109,6/27/2010,GEOTRACES,-52.5,11.5,249.9,51447,933927
3110,6/27/2010,GEOTRACES,-52.5,11.5,998.7,19481,305170
3111,6/27/2010,GEOTRACES,-52.5,11.5,100.2,144854,5928709
3112,6/27/2010,GEOTRACES,-52.5,11.5,50.2,138062,3772815
3113,6/27/2010,GEOTRACES,-52.5,11.5,25,365159,5667566
3114,6/27/2010,GEOTRACES,-52.5,11.5,10.3,357137,5889394
3115,6/27/2010,GEOTRACES,-52.5,11.5,1258.2,15338,467298
3116,6/27/2010,GEOTRACES,-52.5,11.5,302,42811,912980
3117,6/27/2010,GEOTRACES,-52.5,11.5,749.6,29021,701105
3118,6/27/2010,GEOTRACES,-52.5,11.5,200.7,63997,1101412
3119,6/27/2010,GEOTRACES,-52.5,11.5,501.1,39091,745437
3120,6/26/2010,GEOTRACES,-53.5,13.5,25.7,286693,6972410
3121,6/26/2010,GEOTRACES,-53.5,13.5,4500.7,7770,415388
3122,6/26/2010,GEOTRACES,-53.5,13.5,3500.8,8204,472925
3123,6/26/2010,GEOTRACES,-53.5,13.5,403.6,43142,707423
3124,6/26/2010,GEOTRACES,-53.5,13.5,1997.3,10691,606926
3125,6/26/2010,GEOTRACES,-53.5,13.5,200.3,59006,1613457
3126,6/26/2010,GEOTRACES,-53.5,13.5,751.4,25673,575379
3127,6/26/2010,GEOTRACES,-53.5,13.5,302.9,43569,623205
3128,6/26/2010,GEOTRACES,-53.5,13.5,9.3,370764,6331681
3129,6/26/2010,GEOTRACES,-53.5,13.5,3997.5,7182,479120
3130,6/26/2010,GEOTRACES,-53.5,13.5,49.6,168925,4760570
3131,6/26/2010,GEOTRACES,-53.5,13.5,99.4,156582,5823888
3132,6/26/2010,GEOTRACES,-53.5,13.5,2998.1,8553,528181
3133,6/26/2010,GEOTRACES,-53.5,13.5,249.9,50268,1113087
3134,6/26/2010,GEOTRACES,-53.5,13.5,2499.4,9590,415810
3135,6/26/2010,GEOTRACES,-53.5,13.5,500,37404,734733
3136,6/26/2010,GEOTRACES,-53.5,13.5,75.5,157834,4721203
3137,6/26/2010,GEOTRACES,-53.5,13.5,149.9,83632,3262160
3138,6/26/2010,GEOTRACES,-53.5,13.5,1751.2,12049,572115
3139,6/26/2010,GEOTRACES,-53.5,13.5,1250.8,14177,339583
3140,6/26/2010,GEOTRACES,-53.5,13.5,1500.5,11898,530558
3141,6/26/2010,GEOTRACES,-53.5,13.5,998.5,20088,648181
3142,5/20/2010,GEOTRACES,-53.5,36.5,1749.9,18040,716646
3143,5/20/2010,GEOTRACES,-53.5,36.5,4000.5,8409,566928
3144,5/20/2010,GEOTRACES,-53.5,36.5,2999.2,10695,658684
3145,5/20/2010,GEOTRACES,-53.5,36.5,403.2,67401,1253694
3146,5/20/2010,GEOTRACES,-53.5,36.5,2501.5,11252,839488
3147,5/20/2010,GEOTRACES,-53.5,36.5,1999,15401,643199
3148,5/20/2010,GEOTRACES,-53.5,36.5,1502,18866,798450
3149,5/20/2010,GEOTRACES,-53.5,36.5,50,316697,4772519
3150,5/20/2010,GEOTRACES,-53.5,36.5,198.8,101317,1695844
3151,5/20/2010,GEOTRACES,-53.5,36.5,150.6,100357,1475786
3152,5/20/2010,GEOTRACES,-53.5,36.5,101.9,117676,1928983
3153,5/20/2010,GEOTRACES,-53.5,36.5,4498.4,9087,427604
3154,5/20/2010,GEOTRACES,-53.5,36.5,5242.9,11253,502628
3155,5/20/2010,GEOTRACES,-53.5,36.5,1002.1,24641,806424
3156,5/20/2010,GEOTRACES,-53.5,36.5,74.1,161163,2783988
3157,5/20/2010,GEOTRACES,-53.5,36.5,8.5,401500,5677236
3158,5/20/2010,GEOTRACES,-53.5,36.5,1250.7,20632,815861
3159,5/20/2010,GEOTRACES,-53.5,36.5,24.6,502771,5859205
3160,5/20/2010,GEOTRACES,-53.5,36.5,500.9,61189,1640910
3161,5/20/2010,GEOTRACES,-53.5,36.5,4999.1,10088,512233
